id,frequency,frequency_short,last_updated,notes,observation_end,observation_start,popularity,realtime_end,realtime_start,seasonal_adjustment,seasonal_adjustment_short,title,units,units_short
CES8000000008,Monthly,M,2018-09-07 08:15:49-05,"Production and related employees include working supervisors and all nonsupervisory employees (including group leaders and trainees) engaged in fabricating, processing, assembling, inspecting, receiving, storing, handling, packing, warehousing, shipping, trucking, hauling, maintenance, repair, janitorial, guard services, product development, auxiliary production for plant's own use (for example, power plant), recordkeeping, and other services closely associated with the above production operations. #Nonsupervisory employees include those individuals in private, service-providing industries who are not above the working-supervisor level. This group includes individuals such as office and clerical workers, repairers, salespersons, operators, drivers, physicians, lawyers, accountants, nurses, social workers, research aides, teachers, drafters, photographers, beauticians, musicians, restaurant workers, custodial workers, attendants, line installers and repairers, laborers, janitors, guards, and other employees at similar occupational levels whose services are closely associated with those of the employees listed.  The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES8000000008",2018-08-01,1964-01-01,2,2018-09-28,2018-09-28,Seasonally Adjusted,SA,Average Hourly Earnings of Production and Nonsupervisory Employees: Other Services,Dollars per Hour,$ per Hour
CES8000000003,Monthly,M,2018-09-07 08:16:32-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES8000000003,2018-08-01,2006-03-01,2,2018-09-28,2018-09-28,Seasonally Adjusted,SA,Average Hourly Earnings of All Employees: Other Services,Dollars per Hour,$ per Hour
CEU8081300001,Monthly,M,2018-09-07 08:16:16-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CEU8081300001,2018-08-01,1990-01-01,1,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,All Employees: Other Services: Membership Associations and Organizations,Thousands of Persons,Thous. of Persons
CEU8000000001,Monthly,M,2018-09-07 08:15:35-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CEU8000000001,2018-08-01,1939-01-01,1,2018-09-28,2018-09-28,Not Seasonally Adjusted,NSA,All Employees: Other Services,Thousands of Persons,Thous. of Persons
CES8000000011,Monthly,M,2018-09-07 08:16:31-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES8000000011,2018-08-01,2006-03-01,1,2018-09-28,2018-09-28,Seasonally Adjusted,SA,Average Weekly Earnings of All Employees: Other Services,Dollars per Week,$ per Week
CES8000000017,Monthly,M,2018-09-07 08:16:31-05,"Indexes of aggregate weekly payrolls are calculated by dividing the current month's aggregate by the average of the 12 monthly figures for the base year. Indexes are averages for production and nonsupervisory employees. For basic industries, the payroll aggregates are the product of average hourly earnings and aggregate weekly hours. At all higher levels of industry aggregation, payroll aggregates are the sum of the component aggregates.  The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES8000000017",2018-08-01,2006-03-01,1,2018-09-28,2018-09-28,Seasonally Adjusted,SA,Indexes of Aggregate Weekly Payrolls of All Employees: Other Services,Index 2007=100,Index 2007=100
CES8081200001,Monthly,M,2018-09-07 08:16:28-05,The series comes from the 'Current Employment Statistics (Establishment Survey).'  The source code is: CES8081200001,2018-08-01,1990-01-01,1,2018-09-28,2018-09-28,Seasonally Adjusted,SA,All Employees: Other Services: Personal and Laundry Services,Thousands of Persons,Thous. of Persons
CES9091000001,Monthly,M,2018-09-07 08:15:13-05,,,,,,,,,,,
USGOVT,Monthly,M,2018-09-07 08:15:13-05,,,,,,,,,,,
CES9092000001,Monthly,M,2018-09-07 08:15:23-05,,,,,,,,,,,
CES9091100001,Monthly,M,2018-09-07 08:15:28-05,,,,,,,,,,,
CEU9091000001,Monthly,M,2018-09-07 08:15:27-05,,,,,,,,,,,
CES9093000001,Monthly,M,2018-09-07 08:15:23-05,,,,,,,,,,,
CEU9000000001,Monthly,M,2018-09-07 08:15:24-05,,,,,,,,,,,
CES9091912001,Monthly,M,2018-09-07 08:15:49-05,,,,,,,,,,,
CES9093161101,Monthly,M,2018-09-07 08:15:41-05,,,,,,,,,,,
CES9093200001,Monthly,M,2018-09-07 08:15:49-05,,,,,,,,,,,
JTSJOL,Monthly,M,2018-09-11 09:21:02-05,,,,,,,,,,,
JTSJOR,Monthly,M,2018-09-11 09:21:02-05,,,,,,,,,,,
JTS3000JOL,Monthly,M,2018-09-11 09:21:03-05,,,,,,,,,,,
JTS2300JOL,Monthly,M,2018-09-11 09:21:03-05,,,,,,,,,,,
JTS1000JOL,Monthly,M,2018-09-11 09:21:03-05,,,,,,,,,,,
JTUJOL,Monthly,M,2018-09-11 09:21:03-05,,,,,,,,,,,
JTS4400JOL,Monthly,M,2018-09-11 09:21:07-05,,,,,,,,,,,
JTS6200JOL,Monthly,M,2018-09-11 09:21:04-05,,,,,,,,,,,
JTS6000JOL,Monthly,M,2018-09-11 09:21:04-05,,,,,,,,,,,
JTS7000JOL,Monthly,M,2018-09-11 09:21:07-05,,,,,,,,,,,
JTSHIL,Monthly,M,2018-09-11 09:21:02-05,,,,,,,,,,,
JTSHIR,Monthly,M,2018-09-11 09:21:02-05,,,,,,,,,,,
JTS1000HIL,Monthly,M,2018-09-11 09:21:03-05,,,,,,,,,,,
JTUHIL,Monthly,M,2018-09-11 09:21:03-05,,,,,,,,,,,
JTS3000HIL,Monthly,M,2018-09-11 09:21:04-05,,,,,,,,,,,
JTS1000HIR,Monthly,M,2018-09-11 09:21:03-05,,,,,,,,,,,
JTS2300HIL,Monthly,M,2018-09-11 09:21:05-05,,,,,,,,,,,
JTS3000HIR,Monthly,M,2018-09-11 09:21:07-05,,,,,,,,,,,
JTS540099HIL,Monthly,M,2018-09-11 09:21:07-05,,,,,,,,,,,
JTS4400HIL,Monthly,M,2018-09-11 09:21:05-05,,,,,,,,,,,
JTSTSR,Monthly,M,2018-09-11 09:21:03-05,,,,,,,,,,,
JTSTSL,Monthly,M,2018-09-11 09:21:03-05,,,,,,,,,,,
JTS1000TSR,Monthly,M,2018-09-11 09:21:04-05,,,,,,,,,,,
JTS4400TSL,Monthly,M,2018-09-11 09:21:25-05,,,,,,,,,,,
JTUTSR,Monthly,M,2018-09-11 09:21:07-05,,,,,,,,,,,
JTS3000TSR,Monthly,M,2018-09-11 09:21:05-05,,,,,,,,,,,
JTS1000TSL,Monthly,M,2018-09-11 09:21:26-05,,,,,,,,,,,
JTUTSL,Monthly,M,2018-09-11 09:21:07-05,,,,,,,,,,,
JTS540099TSR,Monthly,M,2018-09-11 09:21:07-05,,,,,,,,,,,
JTS4400TSR,Monthly,M,2018-09-11 09:21:07-05,,,,,,,,,,,
PEAAUS00000A647NCEN,Annual,A,2018-05-29 13:54:56-05,,,,,,,,,,,
PPAAUS00000A156NCEN,Annual,A,2018-05-29 13:54:56-05,,,,,,,,,,,
PUAAUS00000A647NCEN,Annual,A,2018-05-29 13:54:56-05,,,,,,,,,,,
PUAAMD24033A647NCEN,Annual,A,2018-05-29 13:54:57-05,,,,,,,,,,,
PUAANY36055A647NCEN,Annual,A,2018-05-29 13:55:38-05,,,,,,,,,,,
PUA0T17TN47151A647NCEN,Annual,A,2018-05-29 14:04:39-05,,,,,,,,,,,
PUA0T17CO08007A647NCEN,Annual,A,2018-05-29 13:56:56-05,,,,,,,,,,,
PUAATX48387A647NCEN,Annual,A,2018-05-29 13:55:27-05,,,,,,,,,,,
PUAAWY56000A647NCEN,Annual,A,2018-05-29 13:55:21-05,,,,,,,,,,,
PEAADC11001A647NCEN,Annual,A,2018-05-29 13:59:16-05,,,,,,,,,,,
OUTMS,Quarterly,Q,2018-09-06 07:51:01-05,,,,,,,,,,,
MPU9900063,Annual,A,2018-07-09 08:51:02-05,,,,,,,,,,,
MFGPROD,Annual,A,2018-07-09 08:51:03-05,,,,,,,,,,,
PRS30006042,Quarterly,Q,2018-09-06 07:51:02-05,,,,,,,,,,,
PRS30006013,Quarterly,Q,2018-09-06 07:51:02-05,,,,,,,,,,,
ULCMFG,Quarterly,Q,2018-09-06 07:51:02-05,,,,,,,,,,,
PRS30006163,Quarterly,Q,2018-09-06 07:51:02-05,,,,,,,,,,,
MPU9900082,Annual,A,2018-07-09 08:51:03-05,,,,,,,,,,,
OPHMFG,Quarterly,Q,2018-09-06 07:51:02-05,,,,,,,,,,,
PRS30006173,Annual,A,2018-08-15 07:51:07-05,,,,,,,,,,,
CFSBCCAPX,Monthly,M,2018-09-12 14:31:02-05,,,,,,,,,,,
OPHPBS,Quarterly,Q,2018-09-06 07:51:02-05,,,,,,,,,,,
MPU4900062,Annual,A,2018-07-09 08:51:02-05,,,,,,,,,,,
CFSBCCAPXEXP,Monthly,M,2018-09-12 14:31:02-05,,,,,,,,,,,
RCPHBS,Quarterly,Q,2018-09-06 07:51:03-05,,,,,,,,,,,
PRS84006173,Quarterly,Q,2018-09-06 07:51:03-05,,,,,,,,,,,
CFSBCWAGECOSTS,Monthly,M,2018-09-12 14:31:02-05,,,,,,,,,,,
PRS84006111,Quarterly,Q,2018-08-15 07:51:09-05,,,,,,,,,,,
MPU4900063,Annual,A,2018-07-09 08:51:03-05,,,,,,,,,,,
PRS84006092,Quarterly,Q,2018-08-15 07:51:05-05,,,,,,,,,,,
OPHNFB,Quarterly,Q,2018-09-06 07:51:01-05,,,,,,,,,,,
COMPRNFB,Quarterly,Q,2018-09-06 07:51:01-05,,,,,,,,,,,
MPU4910063,Annual,A,2018-07-09 08:51:02-05,,,,,,,,,,,
PRS85006173,Quarterly,Q,2018-09-06 07:51:02-05,,,,,,,,,,,
PRS85006092,Quarterly,Q,2018-08-15 07:51:02-05,,,,,,,,,,,
ULCNFB,Quarterly,Q,2018-09-06 07:51:02-05,,,,,,,,,,,
PRS85006091,Quarterly,Q,2018-08-15 07:51:03-05,,,,,,,,,,,
PRS85006022,Quarterly,Q,2018-09-06 07:51:02-05,,,,,,,,,,,
PRS85006161,Quarterly,Q,2018-09-06 07:51:03-05,,,,,,,,,,,
HOANBS,Quarterly,Q,2018-09-06 07:51:02-05,,,,,,,,,,,
PRS88003111,Quarterly,Q,2018-09-06 07:51:03-05,,,,,,,,,,,
PRS88003173,Quarterly,Q,2018-09-06 07:51:03-05,,,,,,,,,,,
PRS88003153,Quarterly,Q,2018-09-06 07:51:03-05,,,,,,,,,,,
PRS88003193,Quarterly,Q,2018-09-06 07:51:04-05,,,,,,,,,,,
PRS88003182,Quarterly,Q,2018-09-06 07:51:03-05,,,,,,,,,,,
PRS88003033,Quarterly,Q,2018-09-06 07:51:03-05,,,,,,,,,,,
PRS88003093,Quarterly,Q,2018-09-06 07:51:04-05,,,,,,,,,,,
PRS88003192,Quarterly,Q,2018-09-06 07:51:05-05,,,,,,,,,,,
PRS88003112,Quarterly,Q,2018-09-06 07:51:04-05,,,,,,,,,,,
PRS88003113,Quarterly,Q,2018-09-06 07:51:05-05,,,,,,,,,,,
PSAVERT,Monthly,M,2018-09-28 07:51:01-05,,,,,,,,,,,
GPDI,Quarterly,Q,2018-09-27 07:51:02-05,,,,,,,,,,,
PNFI,Quarterly,Q,2018-09-27 07:51:03-05,,,,,,,,,,,
GPDIC1,Quarterly,Q,2018-09-27 07:51:03-05,,,,,,,,,,,
PRFI,Quarterly,Q,2018-09-27 07:51:03-05,,,,,,,,,,,
GPSAVE,Quarterly,Q,2018-09-27 07:51:04-05,,,,,,,,,,,
PNFIC1,Quarterly,Q,2018-09-27 09:41:02-05,,,,,,,,,,,
GGSAVE,Quarterly,Q,2018-09-27 07:51:05-05,,,,,,,,,,,
GPDIA,Annual,A,2018-07-27 10:32:57-05,,,,,,,,,,,
FPI,Quarterly,Q,2018-09-27 07:51:06-05,,,,,,,,,,,
